Order ID,Order Date,Product Name,Category,Region,Customer ID,Quantity,Unit Price,Status,Sales Representative
ORD-10060-2025-TX,2024-03-09,Webcam,Peripherals,East,CUST-4238,4,$116.00,Shipped,Eve
ORD-10061-2025-TX,2025-02-12,Keyboard,Peripherals,North,CUST-7988,2,$44.00,Shipped,Frank
ORD-10062-2025-TX,2024-08-14,Webcam,Peripherals,West,CUST-4492,5,$144.00,Cancelled,Charlie
ORD-10063-2025-TX,2024-12-23,Webcam,Peripherals,North,CUST-1659,3,$117.00,Cancelled,Bob
ORD-10064-2025-CA,2024-06-05,Monitor,Electronics,North,CUST-1902,2,$617.00,Shipped,Eve
ORD-10065-2025-AZ,2025-03-24,External HDD,Storage,Central,CUST-1439,3,$220.00,Cancelled,Alice
ORD-10066-2025-CA,2024-08-21,Keyboard,Peripherals,South,CUST-3432,4,$99.00,Pending,Frank
ORD-10067-2025-TX,2024-03-03,SSD Drive,Peripherals,South,CUST-6487,1,$144.00,Pending,Alice
ORD-10068-2025-TX,2025-04-24,SSD Drive,Gaming,Central,CUST-9274,4,$234.00,Pending,Bob
ORD-10069-2025-TX,2024-07-24,Gaming Headset,Gaming,West,CUST-1798,1,$135.00,Shipped,Eve
ORD-10070-2025-CA,2024-06-23,Printer,Electronics,North,CUST-5827,5,$767.00,Shipped,Frank
ORD-10071-2025-TX,2024-05-07,Laptop,Electronics,South,CUST-1633,4,$618.00,Shipped,Eve
ORD-10072-2025-CA,2024-12-08,Gaming Headset,Gaming,Central,CUST-4422,4,$139.00,Shipped,Charlie
ORD-10073-2025-AZ,2025-01-04,Monitor,Electronics,East,CUST-4137,5,"$1,014.00",Pending,Charlie
ORD-10074-2025-CA,2024-01-15,Router,Electronics,Central,CUST-7307,2,$433.00,Shipped,Charlie
ORD-10075-2025-CA,2025-04-23,Printer,Electronics,West,CUST-9051,2,$688.00,Pending,Eve
ORD-10076-2025-TX,2024-09-07,Mouse,Peripherals,West,CUST-1295,2,$133.00,Shipped,Alice
ORD-10077-2025-CA,2025-03-08,Router,Electronics,East,CUST-5498,3,"$1,252.00",Shipped,Charlie
ORD-10078-2025-TX,2025-02-20,Printer,Electronics,North,CUST-7448,4,$436.00,Shipped,Frank
ORD-10079-2025-TX,2024-05-05,External HDD,Peripherals,South,CUST-4371,4,$21.00,Shipped,Frank
ORD-10080-2025-CA,2024-12-11,Gaming Headset,Gaming,South,CUST-3434,2,$204.00,Cancelled,Eve
ORD-10081-2025-AZ,2024-01-12,Monitor,Electronics,West,CUST-6860,1,"$1,389.00",Shipped,David
ORD-10082-2025-CA,2024-06-14,Keyboard,Peripherals,West,CUST-9767,2,$30.00,Pending,David
ORD-10083-2025-AZ,2024-12-09,External HDD,Electronics,West,CUST-3263,4,$214.00,Shipped,Frank
ORD-10084-2025-CA,2024-12-15,Webcam,Peripherals,West,CUST-8656,5,$141.00,Cancelled,Alice
ORD-10085-2025-CA,2025-02-22,Printer,Electronics,Central,CUST-8829,4,$603.00,Shipped,David
ORD-10086-2025-TX,2025-03-27,SSD Drive,Accessories,West,CUST-2502,2,$138.00,Shipped,Alice
ORD-10087-2025-CA,2024-03-08,Gaming Headset,Gaming,Central,CUST-3663,5,$107.00,Cancelled,Frank
ORD-10088-2025-CA,2024-08-21,External HDD,Networking,East,CUST-7074,5,$223.00,Shipped,Frank
ORD-10089-2025-TX,2025-02-27,Monitor,Electronics,South,CUST-9980,3,$417.00,Cancelled,Bob
ORD-10090-2025-TX,2024-12-02,Keyboard,Peripherals,East,CUST-8221,4,$85.00,Cancelled,David
ORD-10091-2025-AZ,2025-04-06,Printer,Electronics,East,CUST-7134,1,$495.00,Shipped,Charlie
ORD-10092-2025-CA,2025-03-16,Laptop,Electronics,Central,CUST-9203,2,$814.00,Shipped,Alice
ORD-10093-2025-CA,2025-02-13,Printer,Electronics,West,CUST-6037,2,"$1,438.00",Pending,Charlie
ORD-10094-2025-TX,2025-04-23,Mouse,Peripherals,Central,CUST-4003,2,$62.00,Shipped,Eve
ORD-10095-2025-AZ,2024-03-10,SSD Drive,Peripherals,North,CUST-4488,1,$287.00,Shipped,David
ORD-10096-2025-TX,2025-04-14,Mouse,Peripherals,Central,CUST-9949,1,$82.00,Cancelled,Charlie
ORD-10097-2025-TX,2024-06-29,Monitor,Electronics,Central,CUST-2159,5,$712.00,Pending,Eve
ORD-10098-2025-TX,2024-04-10,Webcam,Peripherals,South,CUST-1603,4,$35.00,Shipped,Eve
ORD-10099-2025-CA,2024-02-29,Mouse,Peripherals,East,CUST-8732,3,$88.00,Shipped,Charlie
ORD-10100-2025-AZ,2024-04-01,External HDD,Peripherals,East,CUST-2833,2,$125.00,Cancelled,Frank
ORD-10101-2025-CA,2024-10-01,Laptop,Electronics,Central,CUST-2583,5,$646.00,Shipped,Alice
ORD-10102-2025-CA,2024-09-29,Laptop,Electronics,South,CUST-3846,5,$856.00,Shipped,Charlie
ORD-10103-2025-CA,2024-04-08,External HDD,Electronics,South,CUST-3282,1,$233.00,Cancelled,Alice
ORD-10104-2025-AZ,2025-04-05,Webcam,Peripherals,Central,CUST-2940,4,$68.00,Shipped,Charlie
ORD-10105-2025-TX,2024-11-10,Keyboard,Peripherals,South,CUST-7467,1,$120.00,Shipped,Bob
ORD-10106-2025-TX,2025-03-14,Keyboard,Peripherals,Central,CUST-6868,1,$110.00,Shipped,David
ORD-10107-2025-TX,2024-05-29,Monitor,Electronics,Central,CUST-2372,3,"$1,329.00",Pending,Alice
ORD-10108-2025-TX,2024-10-12,Monitor,Electronics,North,CUST-9625,3,"$1,083.00",Shipped,Eve
ORD-10109-2025-TX,2024-03-05,Router,Electronics,South,CUST-6019,2,$576.00,Shipped,David
ORD-10110-2025-CA,2024-05-29,Monitor,Electronics,East,CUST-8011,3,"$1,312.00",Shipped,Charlie
ORD-10111-2025-CA,2024-02-21,Printer,Electronics,South,CUST-9167,5,$553.00,Shipped,Frank
ORD-10112-2025-CA,2025-03-19,Mouse,Peripherals,North,CUST-8611,3,$34.00,Shipped,Bob
ORD-10113-2025-CA,2024-03-15,Router,Electronics,South,CUST-3902,5,$533.00,Pending,Bob
ORD-10114-2025-AZ,2024-04-05,Webcam,Peripherals,East,CUST-2560,2,$79.00,Pending,Frank
ORD-10115-2025-TX,2025-03-30,Mouse,Peripherals,Central,CUST-6260,1,$147.00,Shipped,David
ORD-10116-2025-CA,2025-03-31,SSD Drive,Accessories,Central,CUST-4461,2,$244.00,Shipped,Eve
ORD-10117-2025-AZ,2024-11-07,Printer,Electronics,North,CUST-4187,1,"$1,016.00",Cancelled,David
ORD-10118-2025-CA,2025-02-27,Printer,Electronics,South,CUST-7888,4,$887.00,Shipped,Charlie
ORD-10119-2025-CA,2024-02-16,Gaming Headset,Gaming,West,CUST-2768,2,$196.00,Shipped,Eve
ORD-10120-2025-TX,2025-05-03,Router,Electronics,West,CUST-9861,4,"$1,231.00",Pending,Eve
ORD-10121-2025-TX,2024-03-21,Router,Electronics,South,CUST-2843,2,"$1,433.00",Shipped,Charlie
ORD-10122-2025-CA,2024-08-22,Gaming Headset,Gaming,Central,CUST-5196,2,$104.00,Shipped,David
ORD-10123-2025-TX,2024-08-22,Gaming Headset,Gaming,South,CUST-2602,4,$165.00,Cancelled,Bob
ORD-10124-2025-TX,2024-06-06,Router,Electronics,East,CUST-3426,3,$514.00,Shipped,Bob
ORD-10125-2025-AZ,2025-05-09,Laptop,Electronics,East,CUST-7844,4,$514.00,Shipped,Alice
ORD-10126-2025-AZ,2025-04-06,Webcam,Peripherals,West,CUST-5332,5,$116.00,Shipped,Charlie
ORD-10127-2025-AZ,2024-09-12,Webcam,Peripherals,North,CUST-6047,2,$29.00,Shipped,Eve
ORD-10128-2025-AZ,2024-09-13,Webcam,Peripherals,West,CUST-6581,1,$52.00,Shipped,Eve
ORD-10129-2025-TX,2025-06-16,Webcam,Peripherals,South,CUST-7855,5,$60.00,Cancelled,Charlie
ORD-10130-2025-TX,2025-02-27,Gaming Headset,Gaming,West,CUST-2769,1,$215.00,Shipped,Charlie
ORD-10131-2025-TX,2024-11-04,Printer,Electronics,East,CUST-3841,3,$873.00,Shipped,Charlie
ORD-10132-2025-CA,2025-01-28,Gaming Headset,Gaming,South,CUST-7138,4,$177.00,Shipped,David
ORD-10133-2025-AZ,2025-05-25,Laptop,Electronics,Central,CUST-7055,5,$805.00,Cancelled,Alice
ORD-10134-2025-TX,2024-09-13,Router,Electronics,West,CUST-5830,4,$792.00,Shipped,Alice
ORD-10135-2025-CA,2024-10-30,External HDD,Storage,North,CUST-1903,2,$149.00,Shipped,Charlie
ORD-10136-2025-TX,2024-02-05,Monitor,Electronics,Central,CUST-8502,4,"$1,496.00",Shipped,Frank
ORD-10137-2025-AZ,2024-10-26,Monitor,Electronics,East,CUST-7176,2,"$1,265.00",Cancelled,Bob
ORD-10138-2025-TX,2025-05-07,Gaming Headset,Gaming,Central,CUST-6567,1,$105.00,Shipped,Frank
ORD-10139-2025-AZ,2024-04-17,SSD Drive,Accessories,Central,CUST-4342,5,$87.00,Pending,Frank
ORD-10140-2025-TX,2024-10-04,SSD Drive,Gaming,East,CUST-1853,1,$269.00,Shipped,Eve
ORD-10141-2025-CA,2024-09-25,SSD Drive,Networking,North,CUST-6930,5,$123.00,Pending,Eve
ORD-10142-2025-AZ,2024-12-05,Webcam,Peripherals,Central,CUST-7587,4,$135.00,Shipped,Bob
ORD-10143-2025-TX,2025-05-05,Gaming Headset,Gaming,East,CUST-8220,1,$128.00,Cancelled,Alice
ORD-10144-2025-AZ,2024-04-18,Laptop,Electronics,North,CUST-5547,3,"$1,462.00",Shipped,Charlie
ORD-10145-2025-CA,2024-07-13,Printer,Electronics,North,CUST-8197,5,"$1,010.00",Shipped,Frank
ORD-10146-2025-CA,2025-01-05,Monitor,Electronics,Central,CUST-7133,2,$976.00,Shipped,Alice
ORD-10147-2025-TX,2024-11-03,External HDD,Storage,West,CUST-6895,5,$206.00,Cancelled,Bob
ORD-10148-2025-AZ,2024-04-11,Router,Electronics,South,CUST-3156,2,"$1,447.00",Shipped,Eve
ORD-10149-2025-TX,2024-04-25,Keyboard,Peripherals,East,CUST-2776,1,$63.00,Shipped,David
ORD-10150-2025-AZ,2024-04-26,SSD Drive,Networking,Central,CUST-8813,5,$137.00,Cancelled,Frank
ORD-10151-2025-CA,2025-06-26,Keyboard,Peripherals,West,CUST-9373,1,$41.00,Pending,Charlie
ORD-10152-2025-CA,2025-03-10,Printer,Electronics,Central,CUST-1872,1,"$1,067.00",Cancelled,Frank
ORD-10153-2025-CA,2024-11-04,Keyboard,Peripherals,Central,CUST-6055,3,$112.00,Shipped,Bob
ORD-10154-2025-AZ,2024-08-23,Mouse,Peripherals,East,CUST-9728,4,$56.00,Shipped,Frank
ORD-10155-2025-TX,2025-01-09,SSD Drive,Gaming,South,CUST-8206,3,$291.00,Pending,Bob
ORD-10156-2025-TX,2024-08-31,Monitor,Electronics,North,CUST-6060,1,"$1,417.00",Shipped,Eve
ORD-10157-2025-TX,2024-09-24,External HDD,Accessories,Central,CUST-1725,2,$110.00,Cancelled,Bob
ORD-10158-2025-TX,2024-08-08,Router,Electronics,West,CUST-5452,5,"$1,233.00",Cancelled,Alice
ORD-10159-2025-AZ,2024-09-11,Keyboard,Peripherals,North,CUST-3650,5,$149.00,Shipped,Bob
ORD-10160-2025-TX,2024-12-08,Gaming Headset,Gaming,South,CUST-7199,2,$116.00,Pending,Eve
ORD-10161-2025-CA,2025-03-21,Laptop,Electronics,West,CUST-4027,3,"$1,427.00",Pending,Charlie
ORD-10162-2025-TX,2025-04-12,Mouse,Peripherals,South,CUST-7942,4,$65.00,Shipped,Charlie
ORD-10163-2025-TX,2025-02-09,SSD Drive,Electronics,East,CUST-6248,2,$185.00,Pending,Charlie
ORD-10164-2025-CA,2024-05-10,Webcam,Peripherals,West,CUST-2110,5,$36.00,Shipped,Alice
ORD-10165-2025-CA,2024-04-19,Monitor,Electronics,Central,CUST-4768,4,$560.00,Shipped,Bob
ORD-10166-2025-TX,2024-06-14,External HDD,Gaming,North,CUST-6092,3,$110.00,Shipped,Frank
ORD-10167-2025-CA,2024-08-01,Webcam,Peripherals,North,CUST-3638,1,$111.00,Pending,Eve
ORD-10168-2025-CA,2024-04-02,Printer,Electronics,East,CUST-7481,3,"$1,165.00",Cancelled,Eve
ORD-10169-2025-TX,2024-02-17,Webcam,Peripherals,South,CUST-7575,5,$99.00,Shipped,Frank
ORD-10170-2025-AZ,2024-10-06,Laptop,Electronics,West,CUST-8190,2,"$1,158.00",Cancelled,Frank
ORD-10171-2025-AZ,2024-09-02,Router,Electronics,South,CUST-5745,3,"$1,320.00",Cancelled,Eve
ORD-10172-2025-TX,2025-06-25,SSD Drive,Gaming,East,CUST-3752,4,$183.00,Shipped,Alice
ORD-10173-2025-TX,2024-09-09,SSD Drive,Accessories,West,CUST-8914,3,$99.00,Pending,Eve
ORD-10174-2025-CA,2024-09-18,Keyboard,Peripherals,West,CUST-7879,2,$107.00,Pending,Charlie
ORD-10175-2025-AZ,2024-04-14,SSD Drive,Peripherals,North,CUST-8769,2,$139.00,Shipped,Charlie
ORD-10176-2025-TX,2024-08-19,Keyboard,Peripherals,West,CUST-9272,2,$49.00,Shipped,Bob
ORD-10177-2025-AZ,2024-10-10,SSD Drive,Networking,East,CUST-2287,4,$182.00,Shipped,Alice
ORD-10178-2025-AZ,2024-10-07,SSD Drive,Accessories,East,CUST-4464,3,$33.00,Shipped,Eve
ORD-10179-2025-CA,2025-05-19,Printer,Electronics,West,CUST-6268,1,"$1,033.00",Shipped,Bob
ORD-10180-2025-AZ,2025-05-09,Printer,Electronics,East,CUST-1635,5,$860.00,Shipped,Bob
ORD-10181-2025-CA,2024-08-30,SSD Drive,Gaming,North,CUST-1776,1,$290.00,Pending,Alice
ORD-10182-2025-AZ,2024-04-07,External HDD,Accessories,Central,CUST-3770,2,$73.00,Cancelled,Alice
ORD-10183-2025-TX,2024-03-13,Monitor,Electronics,South,CUST-5101,5,$945.00,Shipped,Eve
ORD-10184-2025-TX,2024-10-15,Laptop,Electronics,Central,CUST-3435,1,"$1,289.00",Shipped,Bob
ORD-10185-2025-AZ,2025-05-08,Keyboard,Peripherals,North,CUST-2814,1,$107.00,Shipped,Bob
ORD-10186-2025-AZ,2025-03-27,Printer,Electronics,West,CUST-9681,4,"$1,054.00",Pending,Frank
ORD-10187-2025-CA,2025-02-21,SSD Drive,Storage,South,CUST-7634,1,$217.00,Cancelled,Alice
ORD-10188-2025-AZ,2025-06-05,Keyboard,Peripherals,East,CUST-9664,3,$52.00,Pending,Charlie
ORD-10189-2025-TX,2025-03-28,External HDD,Electronics,East,CUST-9048,4,$28.00,Shipped,Charlie
ORD-10190-2025-TX,2024-02-25,Webcam,Peripherals,East,CUST-8801,1,$117.00,Shipped,Frank
ORD-10191-2025-AZ,2025-02-17,External HDD,Electronics,South,CUST-1323,3,$112.00,Shipped,Bob
ORD-10192-2025-CA,2024-10-20,SSD Drive,Gaming,East,CUST-7650,5,$277.00,Shipped,Alice
ORD-10193-2025-AZ,2024-02-13,Monitor,Electronics,West,CUST-6927,5,$438.00,Shipped,Alice
ORD-10194-2025-TX,2024-12-25,Mouse,Peripherals,East,CUST-5200,4,$124.00,Shipped,Bob
ORD-10195-2025-CA,2024-12-18,Keyboard,Peripherals,East,CUST-8740,3,$120.00,Shipped,David
ORD-10196-2025-AZ,2024-10-07,Monitor,Electronics,South,CUST-3943,5,$561.00,Cancelled,Charlie
ORD-10197-2025-TX,2025-06-22,Router,Electronics,West,CUST-3086,2,"$1,219.00",Shipped,Bob
ORD-10198-2025-AZ,2025-05-16,Keyboard,Peripherals,North,CUST-7437,3,$93.00,Shipped,Alice
ORD-10199-2025-AZ,2024-01-07,Gaming Headset,Gaming,Central,CUST-9719,3,$211.00,Shipped,Eve
ORD-10200-2025-CA,2025-03-23,SSD Drive,Storage,North,CUST-1841,1,$78.00,Cancelled,Charlie
ORD-10201-2025-TX,2024-02-07,Monitor,Electronics,Central,CUST-5780,2,$698.00,Pending,Eve
ORD-10202-2025-AZ,2025-01-28,Router,Electronics,West,CUST-8606,4,"$1,013.00",Shipped,Charlie
ORD-10203-2025-CA,2025-06-07,Keyboard,Peripherals,South,CUST-4988,4,$27.00,Pending,Bob
ORD-10204-2025-CA,2024-01-06,Webcam,Peripherals,East,CUST-8547,5,$57.00,Shipped,Bob
ORD-10205-2025-CA,2024-04-04,Router,Electronics,East,CUST-4683,2,$700.00,Cancelled,Charlie
ORD-10206-2025-CA,2024-11-05,External HDD,Networking,South,CUST-9673,5,$78.00,Pending,Bob
ORD-10207-2025-AZ,2024-01-28,SSD Drive,Electronics,South,CUST-3698,1,$189.00,Shipped,Bob
ORD-10208-2025-AZ,2024-02-21,Gaming Headset,Gaming,East,CUST-2495,1,$88.00,Shipped,Eve
ORD-10209-2025-TX,2025-01-08,External HDD,Networking,West,CUST-3256,2,$193.00,Pending,Eve
ORD-10210-2025-AZ,2025-02-06,SSD Drive,Storage,South,CUST-7112,1,$292.00,Shipped,Eve
ORD-10211-2025-TX,2024-06-27,Monitor,Electronics,Central,CUST-1858,5,$581.00,Cancelled,Eve
ORD-10212-2025-CA,2024-07-20,Monitor,Electronics,East,CUST-5568,2,$567.00,Shipped,David
ORD-10213-2025-AZ,2024-08-18,Monitor,Electronics,East,CUST-1932,3,$471.00,Pending,Bob
ORD-10214-2025-CA,2025-05-10,Router,Electronics,East,CUST-1140,2,"$1,360.00",Cancelled,Eve
ORD-10215-2025-CA,2025-01-09,Router,Electronics,Central,CUST-7632,3,"$1,441.00",Shipped,Bob
ORD-10216-2025-TX,2024-01-25,Mouse,Peripherals,North,CUST-6794,5,$109.00,Shipped,Charlie
ORD-10217-2025-TX,2025-02-14,External HDD,Accessories,North,CUST-1672,5,$127.00,Pending,Bob
ORD-10218-2025-CA,2025-05-05,Mouse,Peripherals,West,CUST-9925,5,$65.00,Cancelled,David
ORD-10219-2025-CA,2024-05-05,Router,Electronics,West,CUST-2231,1,"$1,359.00",Pending,Frank
ORD-10220-2025-AZ,2025-03-08,Mouse,Peripherals,West,CUST-6737,5,$36.00,Shipped,Frank
ORD-10221-2025-TX,2024-03-24,Mouse,Peripherals,Central,CUST-4293,4,$50.00,Pending,Alice
ORD-10222-2025-CA,2024-04-06,External HDD,Electronics,Central,CUST-4372,3,$254.00,Shipped,Frank
ORD-10223-2025-AZ,2024-01-02,Monitor,Electronics,North,CUST-6359,1,$581.00,Pending,Charlie
ORD-10224-2025-CA,2025-06-08,External HDD,Networking,West,CUST-7598,1,$174.00,Shipped,Charlie
ORD-10225-2025-CA,2025-03-18,External HDD,Electronics,North,CUST-5070,5,$163.00,Shipped,Bob
ORD-10226-2025-CA,2024-04-21,SSD Drive,Storage,South,CUST-7281,2,$23.00,Pending,Frank
ORD-10227-2025-AZ,2025-03-02,Laptop,Electronics,North,CUST-9327,3,$810.00,Pending,Eve
ORD-10228-2025-AZ,2024-03-26,Laptop,Electronics,Central,CUST-9933,1,"$1,153.00",Shipped,Frank
ORD-10229-2025-CA,2025-03-07,Laptop,Electronics,North,CUST-5639,3,$594.00,Pending,David
ORD-10230-2025-CA,2024-06-18,Printer,Electronics,West,CUST-4096,1,"$1,076.00",Shipped,Bob
ORD-10231-2025-TX,2024-07-20,Webcam,Peripherals,Central,CUST-1134,5,$101.00,Shipped,Eve
ORD-10232-2025-TX,2024-10-24,Laptop,Electronics,West,CUST-1234,4,$988.00,Cancelled,Frank
ORD-10233-2025-TX,2024-04-24,Gaming Headset,Gaming,East,CUST-7760,3,$133.00,Shipped,Charlie
ORD-10234-2025-AZ,2024-02-18,Gaming Headset,Gaming,North,CUST-9660,5,$221.00,Cancelled,Charlie
ORD-10235-2025-TX,2025-04-10,External HDD,Electronics,East,CUST-6449,1,$186.00,Cancelled,Alice
ORD-10236-2025-CA,2025-02-26,Gaming Headset,Gaming,Central,CUST-6354,4,$195.00,Shipped,Bob
ORD-10237-2025-AZ,2025-01-02,Keyboard,Peripherals,Central,CUST-8578,2,$58.00,Shipped,Eve
ORD-10238-2025-TX,2024-11-01,SSD Drive,Accessories,West,CUST-9794,2,$117.00,Shipped,Frank
ORD-10239-2025-TX,2024-03-17,Router,Electronics,Central,CUST-7907,5,$544.00,Shipped,Frank
ORD-10240-2025-CA,2024-01-13,Router,Electronics,North,CUST-7063,1,"$1,013.00",Pending,Charlie
ORD-10241-2025-CA,2024-08-26,Printer,Electronics,East,CUST-2720,2,"$1,412.00",Shipped,David
ORD-10242-2025-AZ,2024-06-26,Monitor,Electronics,North,CUST-8982,2,"$1,483.00",Shipped,Alice
ORD-10243-2025-AZ,2024-04-28,Webcam,Peripherals,South,CUST-1245,1,$136.00,Shipped,Bob
ORD-10244-2025-CA,2024-05-06,Keyboard,Peripherals,South,CUST-8348,3,$113.00,Shipped,Frank
ORD-10245-2025-TX,2025-01-16,SSD Drive,Accessories,South,CUST-9335,5,$168.00,Shipped,Bob
